customer_id,customer_name,customer_tier,region,channel_preference,payment_terms,account_manager
CUST00946,Campbell Trading,Mid-Market,Eastern Cape,Wholesale,COD,S. Naidoo
CUST00947,Lara Trading,SMB,KwaZulu-Natal,Retail,Net 15,L. van Wyk
CUST00948,Williamson-Long,Key Account,Gauteng,Retail,Net 15,L. van Wyk
CUST00949,Leach-Gonzalez,Enterprise,Eastern Cape,Retail,COD,T. Mokoena
CUST00950,Hendrix Trading,SMB,Gauteng,Retail,Net 45,L. van Wyk
CUST00951,Rowe Trading,Mid-Market,Free State,Ecommerce,Net 60,N. Dlamini
CUST00952,Chapman Group,Enterprise,Western Cape,Distributor,Net 45,N. Dlamini
CUST00953,Cook Trading,SMB,Limpopo,Ecommerce,Net 15,N. Dlamini
CUST00954,Ramirez Trading,Mid-Market,Free State,Wholesale,Net 60,S. Naidoo
CUST00955,Spence Trading,Mid-Market,KwaZulu-Natal,Wholesale,COD,S. Naidoo
CUST00956,Lara Trading,SMB,KwaZulu-Natal,Distributor,Net 30,L. van Wyk
CUST00957,Peterson Trading,SMB,Western Cape,Retail,COD,N. Dlamini
CUST00958,Richardson Trading,SMB,Limpopo,Ecommerce,Net 30,T. Mokoena
CUST00959,Pacheco Trading,SMB,Western Cape,Distributor,Net 45,A. Petersen
CUST00960,Kidd Trading,SMB,Western Cape,Distributor,Net 60,N. Dlamini
CUST00961,Morgan Trading,Mid-Market,Free State,Ecommerce,Net 30,N. Dlamini
CUST00962,Fletcher-Matthews,Enterprise,KwaZulu-Natal,Ecommerce,Net 45,L. van Wyk
CUST00963,Navarro Trading,Mid-Market,Western Cape,Ecommerce,Net 45,L. van Wyk
CUST00964,Gray-Johnson,Enterprise,Gauteng,Distributor,COD,T. Mokoena
CUST00965,Irwin Trading,SMB,Limpopo,Wholesale,Net 15,T. Mokoena
CUST00966,Carrillo Trading,SMB,KwaZulu-Natal,Retail,Net 30,S. Naidoo
CUST00967,Myers Trading,SMB,Eastern Cape,Ecommerce,COD,A. Petersen
CUST00968,Baldwin-White,Enterprise,Eastern Cape,Ecommerce,Net 30,S. Naidoo
CUST00969,Sloan Inc,Enterprise,KwaZulu-Natal,Wholesale,Net 15,L. van Wyk
CUST00970,White Trading,Mid-Market,Western Cape,Wholesale,Net 30,S. Naidoo
CUST00971,Stewart Trading,SMB,Western Cape,Ecommerce,Net 15,N. Dlamini
CUST00972,Morales Trading,SMB,Gauteng,Distributor,Net 60,N. Dlamini
CUST00973,Torres Trading,Mid-Market,Free State,Retail,Net 45,T. Mokoena
CUST00974,Ellison Trading,Mid-Market,Eastern Cape,Ecommerce,Net 45,S. Naidoo
CUST00975,Pearson Group,Key Account,Free State,Ecommerce,Net 45,S. Naidoo
CUST00976,Ward Trading,Mid-Market,Western Cape,Retail,Net 60,L. van Wyk
CUST00977,Jones Trading,SMB,Free State,Retail,Net 60,T. Mokoena
CUST00978,Lynch Trading,SMB,Limpopo,Wholesale,Net 45,N. Dlamini
CUST00979,Miller Trading,Mid-Market,Eastern Cape,Ecommerce,COD,N. Dlamini
CUST00980,Yang Trading,Mid-Market,Eastern Cape,Retail,Net 30,T. Mokoena
CUST00981,Jones Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 60,T. Mokoena
CUST00982,Lopez Trading,SMB,Eastern Cape,Ecommerce,Net 30,S. Naidoo
CUST00983,Fields Trading,SMB,Western Cape,Distributor,Net 30,T. Mokoena
CUST00984,"Johnson, Wright and Eaton",Enterprise,KwaZulu-Natal,Distributor,Net 15,A. Petersen
CUST00985,Green Trading,SMB,Free State,Wholesale,COD,T. Mokoena
CUST00986,Rivera-Ellison,Enterprise,Free State,Distributor,Net 45,S. Naidoo
CUST00987,Miller Trading,SMB,Limpopo,Wholesale,Net 45,N. Dlamini
CUST00988,Anderson Trading,SMB,Eastern Cape,Wholesale,Net 60,A. Petersen
CUST00989,Branch Trading,Mid-Market,Eastern Cape,Ecommerce,Net 30,A. Petersen
CUST00990,Gonzalez Inc,Enterprise,Gauteng,Distributor,COD,S. Naidoo
CUST00991,Lee Trading,SMB,KwaZulu-Natal,Distributor,COD,L. van Wyk
CUST00992,Fowler Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 30,A. Petersen
CUST00993,Prince Trading,Mid-Market,KwaZulu-Natal,Ecommerce,COD,L. van Wyk
CUST00994,Campbell Trading,SMB,Limpopo,Wholesale,Net 60,A. Petersen
CUST00995,Williams Trading,Mid-Market,Free State,Wholesale,Net 30,T. Mokoena
CUST00996,Mclaughlin Trading,SMB,Free State,Distributor,Net 45,N. Dlamini
CUST00997,Jacobs Trading,SMB,KwaZulu-Natal,Distributor,Net 15,S. Naidoo
CUST00998,Schultz Trading,Mid-Market,KwaZulu-Natal,Distributor,Net 60,A. Petersen
CUST00999,Miller Trading,SMB,Gauteng,Retail,Net 15,T. Mokoena
CUST01000,Harris Trading,SMB,KwaZulu-Natal,Ecommerce,Net 30,A. Petersen
CUST01001,Robertson Trading,Mid-Market,KwaZulu-Natal,Distributor,Net 30,A. Petersen
CUST01002,Williams Trading,SMB,Eastern Cape,Distributor,Net 15,S. Naidoo
CUST01003,Williams and Sons,Enterprise,Western Cape,Wholesale,Net 30,N. Dlamini
CUST01004,Frey Trading,SMB,Eastern Cape,Retail,COD,N. Dlamini
CUST01005,"Roberts, Todd and Blanchard",Enterprise,Eastern Cape,Retail,COD,L. van Wyk
CUST01006,Estrada Trading,SMB,Gauteng,Retail,Net 30,A. Petersen
CUST01007,Neal Trading,SMB,Limpopo,Distributor,Net 30,S. Naidoo
CUST01008,Espinoza Trading,SMB,KwaZulu-Natal,Distributor,Net 15,S. Naidoo
CUST01009,Stewart Trading,SMB,Western Cape,Retail,COD,T. Mokoena
CUST01010,Smith LLC,Enterprise,KwaZulu-Natal,Distributor,Net 45,A. Petersen
CUST01011,"Charles, Gray and Lopez",Enterprise,Free State,Distributor,Net 15,A. Petersen
CUST01012,Wilson Trading,SMB,Free State,Distributor,Net 60,L. van Wyk
CUST01013,Cox Trading,SMB,Limpopo,Ecommerce,Net 30,L. van Wyk
CUST01014,Richards Trading,SMB,Gauteng,Distributor,Net 30,T. Mokoena
CUST01015,Campbell Trading,SMB,Western Cape,Ecommerce,COD,N. Dlamini
CUST01016,Thomas Trading,SMB,Western Cape,Ecommerce,Net 30,L. van Wyk
CUST01017,Martinez Trading,SMB,Limpopo,Distributor,Net 45,T. Mokoena
CUST01018,Gomez Trading,SMB,Eastern Cape,Ecommerce,Net 60,S. Naidoo
CUST01019,Chaney Trading,Mid-Market,Free State,Ecommerce,Net 15,L. van Wyk
CUST01020,Hall Inc,Enterprise,Eastern Cape,Distributor,Net 15,S. Naidoo
CUST01021,Wong Trading,Mid-Market,Limpopo,Distributor,Net 45,S. Naidoo
CUST01022,Obrien Trading,SMB,Eastern Cape,Wholesale,Net 60,A. Petersen
CUST01023,Walker Ltd,Enterprise,Limpopo,Ecommerce,Net 30,A. Petersen
CUST01024,Jensen Group,Enterprise,Eastern Cape,Wholesale,COD,S. Naidoo
CUST01025,Hernandez Trading,SMB,Gauteng,Distributor,Net 60,L. van Wyk
CUST01026,Ferrell Trading,SMB,Free State,Distributor,Net 15,T. Mokoena
CUST01027,Jackson Trading,SMB,Gauteng,Retail,Net 15,N. Dlamini
CUST01028,Chaney Trading,SMB,Western Cape,Distributor,COD,S. Naidoo
CUST01029,Winters Trading,SMB,Gauteng,Distributor,Net 15,T. Mokoena
CUST01030,Edwards Trading,SMB,Eastern Cape,Ecommerce,Net 45,N. Dlamini
CUST01031,Gonzalez Trading,SMB,Western Cape,Retail,Net 30,L. van Wyk
CUST01032,Mullins Trading,SMB,Eastern Cape,Wholesale,Net 15,T. Mokoena
CUST01033,Clark-Mcintyre,Enterprise,Gauteng,Retail,Net 15,L. van Wyk
CUST01034,Martin Trading,Mid-Market,Eastern Cape,Wholesale,COD,S. Naidoo
CUST01035,Tucker Trading,SMB,Gauteng,Wholesale,Net 45,L. van Wyk
CUST01036,Burke Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 15,N. Dlamini
CUST01037,Velazquez Trading,Mid-Market,Free State,Retail,Net 30,L. van Wyk
CUST01038,Martin Trading,Mid-Market,Western Cape,Ecommerce,COD,S. Naidoo
CUST01039,Fields PLC,Key Account,Western Cape,Distributor,Net 30,N. Dlamini
CUST01040,Pineda Trading,SMB,KwaZulu-Natal,Retail,Net 45,S. Naidoo
CUST01041,Hampton Trading,SMB,Gauteng,Distributor,Net 60,S. Naidoo
CUST01042,Tucker Trading,SMB,Gauteng,Wholesale,Net 15,L. van Wyk
CUST01043,Marquez Trading,SMB,Free State,Ecommerce,COD,N. Dlamini
CUST01044,Burns Trading,SMB,Western Cape,Retail,Net 15,L. van Wyk
CUST01045,Russell Trading,SMB,Free State,Ecommerce,Net 45,S. Naidoo
CUST01046,Williamson Trading,SMB,Eastern Cape,Ecommerce,Net 15,T. Mokoena
CUST01047,Aguirre and Sons,Enterprise,Eastern Cape,Distributor,Net 60,T. Mokoena
CUST01048,Thompson Trading,SMB,Eastern Cape,Wholesale,Net 60,S. Naidoo
CUST01049,Bell Trading,SMB,KwaZulu-Natal,Distributor,Net 30,A. Petersen
CUST01050,Marshall-Allen,Enterprise,Free State,Wholesale,COD,A. Petersen
CUST01051,Martinez Trading,SMB,KwaZulu-Natal,Ecommerce,Net 60,T. Mokoena
CUST01052,Jenkins Trading,SMB,Limpopo,Distributor,Net 15,N. Dlamini
CUST01053,Brown Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 30,N. Dlamini
CUST01054,Lin Trading,Mid-Market,Free State,Distributor,Net 15,A. Petersen
CUST01055,Norton Trading,Mid-Market,Free State,Wholesale,Net 60,T. Mokoena
CUST01056,Patel Trading,SMB,Limpopo,Ecommerce,COD,N. Dlamini
CUST01057,Turner Trading,SMB,Gauteng,Retail,Net 15,S. Naidoo
CUST01058,Cantrell-Bennett,Enterprise,Western Cape,Retail,Net 45,S. Naidoo
CUST01059,Velez Trading,SMB,Free State,Distributor,Net 45,A. Petersen
CUST01060,Jimenez Trading,Mid-Market,Free State,Ecommerce,COD,T. Mokoena
CUST01061,Torres Trading,SMB,Limpopo,Retail,COD,S. Naidoo
CUST01062,Mullen Trading,Mid-Market,Gauteng,Distributor,COD,T. Mokoena
CUST01063,Myers Trading,Mid-Market,Eastern Cape,Ecommerce,COD,A. Petersen
CUST01064,Russell Trading,SMB,Gauteng,Retail,Net 30,N. Dlamini
CUST01065,"Gonzalez, Mckenzie and Reed",Enterprise,Free State,Retail,COD,S. Naidoo
CUST01066,Lopez Trading,SMB,Western Cape,Wholesale,Net 60,S. Naidoo
CUST01067,Johnson Trading,Mid-Market,Western Cape,Distributor,COD,A. Petersen
CUST01068,Garcia Trading,SMB,Eastern Cape,Distributor,COD,S. Naidoo
CUST01069,Hernandez Trading,Mid-Market,Free State,Distributor,Net 60,T. Mokoena
CUST01070,Silva Trading,Mid-Market,Free State,Distributor,Net 30,T. Mokoena
CUST01071,Turner Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 45,L. van Wyk
CUST01072,Wagner-Frye,Enterprise,KwaZulu-Natal,Wholesale,Net 60,A. Petersen
CUST01073,Sosa Trading,SMB,Free State,Ecommerce,Net 30,L. van Wyk
CUST01074,Aguilar Trading,SMB,Eastern Cape,Retail,COD,T. Mokoena
CUST01075,Taylor Trading,Mid-Market,Free State,Wholesale,Net 30,N. Dlamini
CUST01076,Vasquez Trading,SMB,Western Cape,Wholesale,Net 30,N. Dlamini
CUST01077,Miller Trading,Mid-Market,Limpopo,Ecommerce,Net 60,A. Petersen
CUST01078,Dominguez Trading,Mid-Market,Free State,Wholesale,COD,N. Dlamini
CUST01079,Stewart Trading,SMB,Western Cape,Wholesale,Net 30,T. Mokoena
CUST01080,Bryant Group,Enterprise,Western Cape,Wholesale,Net 30,T. Mokoena
CUST01081,Hood Trading,SMB,Eastern Cape,Wholesale,COD,T. Mokoena
CUST01082,Park Trading,Mid-Market,Western Cape,Distributor,Net 60,N. Dlamini
CUST01083,West Trading,Mid-Market,KwaZulu-Natal,Retail,Net 60,L. van Wyk
CUST01084,Ferrell Trading,SMB,Gauteng,Ecommerce,Net 30,L. van Wyk
CUST01085,Nichols Trading,SMB,Gauteng,Wholesale,Net 60,N. Dlamini
CUST01086,Williams Trading,Mid-Market,Limpopo,Distributor,COD,T. Mokoena
CUST01087,Campbell Trading,SMB,KwaZulu-Natal,Wholesale,Net 30,A. Petersen
CUST01088,Powell Trading,Mid-Market,Western Cape,Retail,Net 45,L. van Wyk
CUST01089,Ochoa Trading,Mid-Market,Free State,Retail,Net 15,L. van Wyk
CUST01090,Collins Trading,SMB,Eastern Cape,Wholesale,Net 15,T. Mokoena
CUST01091,Williams Trading,SMB,Free State,Retail,Net 60,L. van Wyk
CUST01092,Shepherd Trading,SMB,Eastern Cape,Distributor,Net 15,S. Naidoo
CUST01093,Ballard Trading,SMB,Western Cape,Distributor,Net 45,A. Petersen
CUST01094,Snow Trading,SMB,Free State,Wholesale,Net 15,N. Dlamini
CUST01095,Alvarado Trading,SMB,Eastern Cape,Ecommerce,Net 60,N. Dlamini
CUST01096,Petersen Trading,SMB,Eastern Cape,Distributor,Net 30,T. Mokoena
CUST01097,Cruz Trading,SMB,KwaZulu-Natal,Retail,Net 30,S. Naidoo
CUST01098,Estrada PLC,Key Account,Free State,Distributor,Net 60,S. Naidoo
CUST01099,Robles Trading,SMB,Western Cape,Wholesale,Net 30,S. Naidoo
CUST01100,Hernandez Trading,Mid-Market,Gauteng,Retail,COD,S. Naidoo
CUST01101,Martin Inc,Enterprise,Western Cape,Ecommerce,COD,T. Mokoena
CUST01102,Holmes Trading,Mid-Market,Gauteng,Ecommerce,Net 45,L. van Wyk
CUST01103,Robinson Trading,SMB,Western Cape,Wholesale,Net 15,A. Petersen
CUST01104,Coleman Trading,SMB,KwaZulu-Natal,Distributor,Net 60,S. Naidoo
CUST01105,Moore Trading,Mid-Market,Limpopo,Retail,Net 45,A. Petersen
CUST01106,"Williams, French and Johnson",Enterprise,Free State,Retail,Net 30,S. Naidoo
CUST01107,Graham Trading,SMB,Western Cape,Ecommerce,COD,L. van Wyk
CUST01108,Mason Trading,Mid-Market,Gauteng,Retail,Net 45,T. Mokoena
CUST01109,Simmons Trading,Mid-Market,Limpopo,Ecommerce,COD,N. Dlamini
CUST01110,Moran Trading,SMB,Limpopo,Distributor,Net 15,L. van Wyk
CUST01111,Hughes Trading,SMB,Limpopo,Retail,Net 30,L. van Wyk
CUST01112,Bryant LLC,Enterprise,Free State,Retail,Net 15,S. Naidoo
CUST01113,Mayo Trading,SMB,Eastern Cape,Retail,COD,S. Naidoo
CUST01114,Vincent-Garcia,Enterprise,KwaZulu-Natal,Ecommerce,Net 45,L. van Wyk
CUST01115,Garcia Trading,Mid-Market,Gauteng,Ecommerce,Net 30,T. Mokoena
CUST01116,Martinez Trading,Mid-Market,Western Cape,Ecommerce,COD,T. Mokoena
CUST01117,Ryan PLC,Enterprise,Gauteng,Ecommerce,Net 15,S. Naidoo
CUST01118,White Trading,SMB,Eastern Cape,Wholesale,COD,L. van Wyk
CUST01119,Johnson Trading,SMB,Limpopo,Wholesale,Net 45,S. Naidoo
CUST01120,Smith Trading,Mid-Market,Eastern Cape,Ecommerce,Net 60,T. Mokoena
CUST01121,Santiago Trading,SMB,Western Cape,Wholesale,Net 15,A. Petersen
CUST01122,Romero Trading,SMB,Western Cape,Wholesale,Net 30,A. Petersen
CUST01123,Stewart Group,Enterprise,Eastern Cape,Wholesale,Net 60,S. Naidoo
CUST01124,Gallagher Trading,SMB,Free State,Retail,Net 15,T. Mokoena
CUST01125,"Thompson, Mcneil and Mckenzie",Enterprise,Western Cape,Retail,Net 30,L. van Wyk
CUST01126,Galloway Ltd,Key Account,KwaZulu-Natal,Distributor,Net 30,S. Naidoo
CUST01127,Williams Trading,Mid-Market,Gauteng,Wholesale,Net 15,N. Dlamini
CUST01128,Nguyen Trading,Mid-Market,Free State,Ecommerce,Net 60,A. Petersen
CUST01129,Pierce Trading,Mid-Market,Free State,Wholesale,Net 15,N. Dlamini
CUST01130,Davidson Trading,SMB,Limpopo,Distributor,Net 15,A. Petersen
CUST01131,Aguirre and Sons,Enterprise,Eastern Cape,Ecommerce,Net 15,L. van Wyk
CUST01132,Jones Trading,SMB,Western Cape,Wholesale,Net 15,S. Naidoo
CUST01133,Valenzuela Trading,SMB,Gauteng,Ecommerce,Net 45,S. Naidoo
CUST01134,Jones Trading,Mid-Market,Western Cape,Wholesale,COD,S. Naidoo
CUST01135,Johns Ltd,Enterprise,Eastern Cape,Distributor,Net 30,L. van Wyk
CUST01136,Richard Ltd,Enterprise,Eastern Cape,Distributor,COD,A. Petersen
CUST01137,Smith Trading,Mid-Market,Eastern Cape,Ecommerce,Net 45,A. Petersen
CUST01138,"Singh, Joseph and Cook",Enterprise,Free State,Retail,Net 60,N. Dlamini
CUST01139,Mejia Trading,SMB,Gauteng,Wholesale,Net 60,A. Petersen
CUST01140,Wilson Trading,SMB,Limpopo,Retail,Net 60,L. van Wyk
CUST01141,Stevenson Trading,SMB,Limpopo,Retail,Net 15,T. Mokoena
CUST01142,Moody Trading,SMB,KwaZulu-Natal,Ecommerce,Net 45,S. Naidoo
CUST01143,Lutz Trading,SMB,Free State,Retail,Net 60,S. Naidoo
CUST01144,Mcgrath Trading,SMB,Limpopo,Distributor,COD,A. Petersen
CUST01145,Ramos Trading,SMB,Free State,Wholesale,Net 45,L. van Wyk
CUST01146,Gonzalez Trading,SMB,Gauteng,Wholesale,Net 45,A. Petersen
CUST01147,"Garrison, Mcguire and Ball",Enterprise,Western Cape,Distributor,COD,T. Mokoena
CUST01148,Leach Trading,SMB,Limpopo,Wholesale,COD,N. Dlamini
CUST01149,Shepherd Trading,SMB,Eastern Cape,Ecommerce,COD,A. Petersen
CUST01150,Luna Trading,Mid-Market,Limpopo,Wholesale,Net 45,A. Petersen
CUST01151,Roach Trading,SMB,Western Cape,Ecommerce,Net 60,S. Naidoo
CUST01152,Munoz Trading,SMB,Western Cape,Wholesale,COD,L. van Wyk
CUST01153,Jimenez Trading,SMB,Limpopo,Distributor,Net 30,S. Naidoo
CUST01154,Park Trading,SMB,Western Cape,Wholesale,COD,A. Petersen
CUST01155,Williams Trading,Mid-Market,Gauteng,Distributor,Net 45,L. van Wyk
CUST01156,Hardy Trading,SMB,Gauteng,Distributor,Net 15,S. Naidoo
CUST01157,Brooks Trading,Mid-Market,Eastern Cape,Distributor,Net 45,L. van Wyk
CUST01158,Miller Trading,SMB,Free State,Retail,Net 15,A. Petersen
CUST01159,Richardson Trading,SMB,Limpopo,Wholesale,COD,S. Naidoo
CUST01160,Horton Trading,SMB,Limpopo,Ecommerce,COD,S. Naidoo
CUST01161,Odom-Alvarez,Enterprise,Limpopo,Ecommerce,Net 30,N. Dlamini
CUST01162,Rodriguez Trading,SMB,Eastern Cape,Wholesale,Net 15,T. Mokoena
CUST01163,Ryan Trading,Mid-Market,Limpopo,Wholesale,Net 45,A. Petersen
CUST01164,Dickerson Trading,SMB,Gauteng,Retail,Net 30,T. Mokoena
CUST01165,Turner Trading,SMB,Eastern Cape,Retail,Net 45,A. Petersen
CUST01166,Davis Trading,SMB,Eastern Cape,Wholesale,COD,T. Mokoena
CUST01167,Norris Trading,SMB,Eastern Cape,Wholesale,Net 15,A. Petersen
CUST01168,Hernandez Trading,SMB,Free State,Retail,Net 45,A. Petersen
CUST01169,Hall and Sons,Enterprise,Limpopo,Ecommerce,Net 45,A. Petersen
CUST01170,Nguyen Ltd,Enterprise,KwaZulu-Natal,Ecommerce,Net 15,A. Petersen
CUST01171,Frazier Trading,Mid-Market,Free State,Distributor,Net 45,S. Naidoo
CUST01172,Richardson PLC,Enterprise,Western Cape,Ecommerce,Net 15,N. Dlamini
CUST01173,Thompson Trading,SMB,Eastern Cape,Retail,Net 15,A. Petersen
CUST01174,"Allen, Jones and Velasquez",Key Account,Eastern Cape,Retail,Net 30,T. Mokoena
CUST01175,Davis Trading,Mid-Market,Limpopo,Wholesale,COD,S. Naidoo
CUST01176,Lopez Trading,Mid-Market,KwaZulu-Natal,Retail,Net 30,T. Mokoena
CUST01177,Hubbard Trading,SMB,KwaZulu-Natal,Retail,COD,T. Mokoena
CUST01178,Martin Trading,SMB,Limpopo,Retail,Net 15,S. Naidoo
CUST01179,Reyes Trading,SMB,KwaZulu-Natal,Distributor,Net 45,N. Dlamini
CUST01180,Alvarado Trading,Mid-Market,Eastern Cape,Wholesale,Net 45,A. Petersen
CUST01181,Huerta-Short,Enterprise,Eastern Cape,Distributor,COD,A. Petersen
CUST01182,Galloway Trading,SMB,Limpopo,Ecommerce,Net 60,A. Petersen
CUST01183,Lopez Trading,SMB,Free State,Ecommerce,Net 30,N. Dlamini
CUST01184,Thompson-Long,Key Account,KwaZulu-Natal,Retail,Net 30,L. van Wyk
CUST01185,Cox Trading,Mid-Market,Western Cape,Distributor,Net 15,A. Petersen
CUST01186,Miller Trading,SMB,KwaZulu-Natal,Ecommerce,COD,T. Mokoena
CUST01187,Jacobs Trading,SMB,Eastern Cape,Wholesale,Net 30,L. van Wyk
CUST01188,Hamilton LLC,Enterprise,KwaZulu-Natal,Wholesale,Net 60,T. Mokoena
CUST01189,Gill Trading,SMB,KwaZulu-Natal,Retail,Net 15,N. Dlamini
CUST01190,Lucas Trading,SMB,Gauteng,Distributor,Net 60,S. Naidoo
CUST01191,Thompson Trading,SMB,Eastern Cape,Ecommerce,Net 30,S. Naidoo
CUST01192,Savage Trading,Mid-Market,Gauteng,Wholesale,Net 15,N. Dlamini
CUST01193,Mitchell Trading,SMB,Limpopo,Retail,COD,T. Mokoena
CUST01194,"Cole, Rush and Chandler",Enterprise,Limpopo,Retail,Net 30,L. van Wyk
CUST01195,"Howe, Schneider and French",Enterprise,Gauteng,Ecommerce,COD,A. Petersen
CUST01196,Williams Trading,Mid-Market,Limpopo,Wholesale,Net 30,S. Naidoo
CUST01197,Reyes Trading,SMB,KwaZulu-Natal,Ecommerce,Net 45,N. Dlamini
CUST01198,Williams Trading,SMB,Western Cape,Ecommerce,COD,N. Dlamini
CUST01199,Smith-Thomas,Key Account,Free State,Retail,Net 15,A. Petersen
CUST01200,Rosario Trading,SMB,KwaZulu-Natal,Ecommerce,Net 15,T. Mokoena
CUST01201,Harrison Trading,Mid-Market,Western Cape,Retail,Net 30,A. Petersen
CUST01202,Hinton and Sons,Enterprise,Free State,Distributor,COD,S. Naidoo
CUST01203,Young Trading,SMB,Limpopo,Retail,COD,L. van Wyk
CUST01204,Hernandez Trading,SMB,Eastern Cape,Distributor,Net 15,A. Petersen
CUST01205,Edwards Group,Enterprise,Limpopo,Distributor,Net 60,T. Mokoena
CUST01206,Rivera Trading,SMB,Western Cape,Retail,Net 45,A. Petersen
CUST01207,White Trading,SMB,Limpopo,Distributor,COD,L. van Wyk
CUST01208,Johnson Trading,SMB,Limpopo,Distributor,Net 45,S. Naidoo
CUST01209,Gaines PLC,Enterprise,Western Cape,Ecommerce,Net 30,L. van Wyk
CUST01210,Johnson Trading,SMB,Limpopo,Ecommerce,Net 30,L. van Wyk
CUST01211,Wagner Trading,SMB,Gauteng,Distributor,COD,T. Mokoena
CUST01212,Hall Trading,SMB,Western Cape,Ecommerce,Net 30,A. Petersen
CUST01213,Stewart Trading,Mid-Market,Free State,Retail,Net 45,N. Dlamini
CUST01214,Ortiz Trading,SMB,Limpopo,Retail,Net 30,A. Petersen
CUST01215,Parrish Trading,SMB,Free State,Distributor,Net 15,A. Petersen
CUST01216,Brown Trading,SMB,Western Cape,Distributor,Net 45,N. Dlamini
CUST01217,Dean Trading,SMB,Limpopo,Distributor,Net 45,A. Petersen
CUST01218,Rios Trading,Mid-Market,Free State,Wholesale,Net 15,N. Dlamini
CUST01219,Shepherd Trading,Mid-Market,Limpopo,Distributor,COD,A. Petersen
CUST01220,Bailey Trading,Mid-Market,KwaZulu-Natal,Retail,Net 45,S. Naidoo
CUST01221,Rodriguez Trading,SMB,Eastern Cape,Retail,Net 60,N. Dlamini
CUST01222,Edwards Trading,Mid-Market,Free State,Distributor,Net 30,L. van Wyk
CUST01223,Valenzuela Trading,Mid-Market,Gauteng,Retail,Net 15,S. Naidoo
CUST01224,"Gardner, Johnson and Nguyen",Enterprise,Limpopo,Retail,Net 15,S. Naidoo
CUST01225,Lee Trading,SMB,KwaZulu-Natal,Distributor,Net 60,A. Petersen
CUST01226,Avila Trading,SMB,Western Cape,Ecommerce,Net 30,A. Petersen
CUST01227,Jackson Trading,Mid-Market,Limpopo,Ecommerce,Net 45,T. Mokoena
CUST01228,White-Mullins,Key Account,Free State,Retail,Net 60,A. Petersen
CUST01229,Bailey Trading,SMB,Western Cape,Ecommerce,COD,T. Mokoena
CUST01230,Ortega Inc,Enterprise,Gauteng,Retail,Net 60,T. Mokoena
CUST01231,Hicks Trading,SMB,KwaZulu-Natal,Retail,Net 15,L. van Wyk
CUST01232,Rice Trading,Mid-Market,Eastern Cape,Ecommerce,Net 45,L. van Wyk
CUST01233,Ballard Trading,SMB,Free State,Wholesale,Net 15,L. van Wyk
CUST01234,Patton Trading,SMB,Free State,Distributor,Net 30,L. van Wyk
CUST01235,Anderson Trading,SMB,Limpopo,Wholesale,Net 15,N. Dlamini
CUST01236,Lewis Trading,SMB,Gauteng,Wholesale,Net 45,L. van Wyk
CUST01237,Miller-Powell,Key Account,Western Cape,Retail,Net 15,L. van Wyk
CUST01238,Rodriguez PLC,Enterprise,Limpopo,Distributor,Net 60,S. Naidoo
CUST01239,Spencer Trading,SMB,Eastern Cape,Distributor,Net 45,T. Mokoena
CUST01240,Henderson Trading,SMB,Eastern Cape,Retail,Net 60,L. van Wyk
CUST01241,Baker-Morris,Enterprise,Western Cape,Ecommerce,Net 45,A. Petersen
CUST01242,Evans Trading,Mid-Market,Gauteng,Retail,Net 60,L. van Wyk
CUST01243,Gonzalez Trading,Mid-Market,Gauteng,Distributor,COD,S. Naidoo
CUST01244,Mcmillan Trading,Mid-Market,Free State,Ecommerce,Net 45,A. Petersen
CUST01245,Acosta Trading,SMB,Free State,Retail,Net 15,L. van Wyk
CUST01246,Cline Trading,Mid-Market,Limpopo,Retail,Net 60,A. Petersen
CUST01247,Smith Trading,SMB,Gauteng,Ecommerce,Net 60,N. Dlamini
CUST01248,Brown Trading,SMB,Free State,Distributor,Net 60,T. Mokoena
CUST01249,Dunn Trading,SMB,KwaZulu-Natal,Ecommerce,Net 15,N. Dlamini
CUST01250,Murray Trading,Mid-Market,Free State,Ecommerce,Net 60,T. Mokoena
CUST01251,Beard Trading,SMB,Eastern Cape,Wholesale,Net 60,N. Dlamini
CUST01252,Nelson Trading,Mid-Market,KwaZulu-Natal,Retail,Net 30,L. van Wyk
CUST01253,Mckinney Trading,SMB,Free State,Retail,Net 30,T. Mokoena
CUST01254,Matthews Trading,SMB,KwaZulu-Natal,Ecommerce,Net 30,N. Dlamini
CUST01255,Green Trading,Mid-Market,Free State,Wholesale,Net 60,S. Naidoo
CUST01256,Pena Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 30,S. Naidoo
CUST01257,George Trading,SMB,Free State,Retail,Net 30,N. Dlamini
CUST01258,"Robles, Henderson and Payne",Key Account,Free State,Wholesale,Net 45,L. van Wyk
CUST01259,Martinez Trading,Mid-Market,Western Cape,Distributor,Net 15,S. Naidoo
CUST01260,Cook Trading,Mid-Market,KwaZulu-Natal,Retail,Net 30,N. Dlamini
CUST01261,Smith Trading,SMB,Eastern Cape,Distributor,Net 45,T. Mokoena
CUST01262,Chang Trading,SMB,Free State,Wholesale,Net 45,L. van Wyk
