Order Date,Order ID,Invoice No,Product Name,SKU,Category,Sub Category,Customer ID,Customer,Customer Tier,Region,Sales Channel,Warehouse,Sales Rep,Qty,Unit Price,Unit Cost,Sales Amt,Gross Profit,Currency,Exchange Rate,Promotion,Order Status,Payment Terms,Return Reason,Delivery Days,Notes
2024-06-19,ORD-202406-021047,INV-202406-021047,Widget Nova,SKU007,Accessories,Batteries,CUST00452,Carter Trading,Mid-Market,Limpopo,Ecommerce,Durban Hub,L. van Wyk,16,116.27,73.25,1860.32,688.32,ZAR,1.0,None,Completed,COD,,3,promo order
2025-10-28,ORD-202510-021048,INV-202510-021048,Widget Beta,SKU002,Hardware,Fasteners,CUST00240,,Key Account,Free State,Ecommerce,Cape Town DC,N. Dlamini,24,79.25,54.07,1902.0,604.32,ZAR,1.0,None,Completed,Net 15,,3,VIP customer
2025-09-22,ORD-202509-021049,INV-202509-021049,Widget Nova,SKU007,Accessories,Batteries,CUST00474,Martin Trading,SMB,Limpopo,Wholesale,Pretoria Hub,N. Dlamini,39,115.78,74.57,4515.42,"R1,607.19",ZAR,1.0,None,Completed,Net 45,,6,manual correction
2025-04-01,ORD-202504-021050,INV-202504-021050,Widget Alpha,SKU001,Hardware,Fasteners,CUST01432,Blair Trading,Mid-Market,Free State,Retail,Pretoria Hub,T. Mokoena,9,79.67,46.58,717.03,297.81,ZAR,1.0,None,Completed,COD,,4,VIP customer
2025-06-18,ORD-202506-021051,INV-202506-021051,Widget Alpha,SKU001,Hardware,Fasteners,CUST01561,Daniels Trading,Mid-Market,Gauteng,Distributor,Johannesburg DC,A. Petersen,26,72.36,46.63,1881.36,668.98,ZAR,1.0,Launch Campaign,Completed,Net 30,,6,VIP customer
2025-12-15,ORD-202512-021052,INV-202512-021052,Widget Orion,SKU008,Electronics,Sensors,CUST00216,Wright and Sons,Enterprise,Limpopo,Retail,Pretoria Hub,L. van Wyk,6,424.28,316.24,"2,545.68",648.24,ZAR,1.0,None,Completed,Net 30,,24,rush delivery
2025-12-15,ORD-202512-021052,INV-202512-021052,Widget Orion,SKU008,Electronics,Sensors,CUST00216,Wright and Sons,Enterprise,Limpopo,Retail,Pretoria Hub,L. van Wyk,6,424.28,316.24,"2,545.68",648.24,ZAR,1.0,None,Completed,Net 30,,24,possible duplicate
2025-04-21,ORD-202504-021053,INV-202504-021053,Widget Echo,SKU005,Accessories,Cables,CUST00915,,SMB,KwaZulu-Natal,Ecommerce,Pretoria Hub,L. van Wyk,12,37.84,18.3,454.08,234.48,ZAR,1.0,Summer Promo,Completed,Net 45,,15,promo order
2025-11-05,ORD-202511-021054,INV-202511-021054,Widget Echo,SKU005,Accessories,Cables,CUST01073,Sosa Trading,SMB,Free State,Ecommerce,Cape Town DC,L. van Wyk,22,41.38,18.02,910.36,513.92,ZAR,1.0,None,Completed,Net 30,,18,promo order
2025-11-25,ORD-202511-021055,INV-202511-021055,Widget Echo,SKU005,Accessories,Cables,CUST00793,Solis Trading,Mid-Market,Eastern Cape,Retail,Cape Town DC,A. Petersen,27,38.16,18.41,1030.32,533.25,ZAR,1.0,None,Completed,Net 60,,14,VIP customer
2024-01-04,ORD-202401-021056,INV-202401-021056,Widget Quantum,SKU010,Electronics,Controllers,CUST00890,Jefferson Trading,Mid-Market,Free State,Retail,Cape Town DC,L. van Wyk,7,728.87,509.33,5102.09,1536.78,ZAR,1.0,Summer Promo,Completed,Net 60,,23,promo order
2024-12-27,ORD-202412-021057,INV-202412-021057,Widget Quantum,SKU010,Electronics,Controllers,CUST01370,,SMB,Western Cape,Wholesale,Johannesburg DC,T. Mokoena,10,758.21,521.66,7582.1,2365.5,ZAR,1.0,Summer Promo,Completed,Net 60,,22,promo order
2024-01-11,ORD-202401-021058,INV-202401-021058,Widget Alpha,SKU001,Hardware,Fasteners,CUST00583,Fitzpatrick Trading,SMB,Western Cape,Wholesale,Cape Town DC,A. Petersen,14,79.31,48.45,1110.34,432.04,ZAR,1.0,None,Completed,COD,,14,VIP customer
2025-10-02,ORD-202510-021059,INV-202510-021059,Widget Gamma,SKU003,Hardware,Tools,CUST00323,Evans Trading,SMB,Gauteng,Ecommerce,Cape Town DC,S. Naidoo,8,217.65,145.16,1741.2,579.92,ZAR,1.0,None,Completed,Net 15,,11,promo order
2025-07-17,ORD-202507-021060,INV-202507-021060,Widget Spark,SKU012,Packaging,Labels,CUST00721,Bishop Trading,Mid-Market,Eastern Cape,Distributor,Johannesburg DC,L. van Wyk,-91,10.88,3.91,990.08,634.27,ZAR,1.0,None,Completed,Net 60,,3,VIP customer
2024-12-06,ORD-202412-021061,INV-202412-021061,Widget Quantum,SKU010,Electronics,Controllers,CUST01086,Williams Trading,Mid-Market,Limpopo,Distributor,Cape Town DC,T. Mokoena,20,699.82,517.91,13996.4,3638.2,ZAR,1.0,Year End Promo,Completed,COD,,19,promo order
2025-04-28,ORD-202504-021062,INV-202504-021062,Widget Quantum,SKU010,Electronics,Controllers,CUST01307, Blevins and Sons  ,Key Account,Free State,Wholesale,Johannesburg DC,S. Naidoo,-9,614.15,$496.44,-5527.35,-1059.39,ZAR,1.0,Bundle Discount,Returned,Net 30,Late Delivery,23,
2024-08-03,ORD-202408-021063,INV-202408-021063,Widget Orion,SKU008,Electronics,Sensors,CUST00465,Prince Trading,SMB,Gauteng,Distributor,Durban Hub,S. Naidoo,12,430.34,309.81,"$5,164.08",1446.36,ZAR,1.0,Year End Promo,Completed,Net 45,,17,manual correction
2025-06-01,ORD-202506-021064,INV-202506-021064,Widget Rift,SKU011,Packaging,Boxes,CUST00640,"Webster, Alvarado and Spencer",Enterprise,KwaZulu-Natal,Ecommerce,Cape Town DC,A. Petersen,38,16.37,7.89,622.06,322.24,ZAR,1.0,None,Completed,COD,,3,promo order
2025-06-27,ORD-202506-021065,INV-202506-021065,Widget Rift,SKU011,Packaging,Boxes,CUST00859,Smith-Garcia,Enterprise,Gauteng,Ecommerce,Johannesburg DC,S. Naidoo,43,15.42,8.09,663.06,315.19,ZAR,1.0,None,Completed,Net 45,,8,rush delivery
2025-08-24,ORD-202508-021066,INV-202508-021066,Widget Spark,SKU012,Packaging,Labels,CUST00541,Foster Trading,Mid-Market,Western Cape,Ecommerce,Johannesburg DC,L. van Wyk,30,10.73,3.87,321.9,205.8,ZAR,1.0,Bundle Discount,Completed,Net 15,,2,
2025-06-02,ORD-202506-021067,INV-202506-021067,Widget Quantum,SKU010,Electronics,Controllers,CUST01713,"White, Parks and Morales",Key Account,Gauteng,Ecommerce,Pretoria Hub,S. Naidoo,3,630.36,502.21,"R1,891.08",$384.45,ZAR,1.0,Bundle Discount,Completed,Net 60,,23,rush delivery
2025-02-03,ORD-202502-021068,INV-202502-021068,Widget Flux,SKU006,Accessories,Cables,CUST00461,"Bonilla, King and Arellano",Enterprise,Western Cape,Distributor,Cape Town DC,S. Naidoo,112,46.46,$23.38,5203.52,"R2,584.96",USD,18.9525,None,Completed,Net 30,,14,rush delivery
2025/04/21,ORD-202504-021069,INV-202504-021069,Widget Orion,SKU008,Electronics,Sensors,CUST00230,Walsh Trading,SMB,Limpopo,Distributor,Durban Hub,S. Naidoo,9,423.38,310.64,3810.42,1014.66,ZAR,1.0,None,Completed,Net 60,,20,manual correction
,ORD-202402-021070,INV-202402-021070,Widget Beta,SKU002,Hardware,Fasteners,CUST00724,"Hall, Waters and Cardenas",Enterprise,Free State,Wholesale,Pretoria Hub,L. van Wyk,40,83.77,55.36,3350.8,1136.4,ZAR,1.0,None,Completed,COD,,3,promo order
2024-02-24,ORD-202402-021071,INV-202402-021071,Widget Nova,SKU007,Accessories,Batteries,CUST00750,Whitaker Ltd,Enterprise,Limpopo,Retail,Cape Town DC,S. Naidoo,21,118.12,75.94,2480.52,885.78,ZAR,1.0,None,Completed,Net 45,,5,rush delivery
23-03-2025,ORD-202503-021072,INV-202503-021072,Widget Alpha,SKU001,Hardware,Fasteners,CUST01429,Ochoa Trading,SMB,KwaZulu-Natal,Distributor,Cape Town DC,S. Naidoo,23,72.18,47.4,"R1,660.14",569.94,ZAR,1.0,None,Completed,Net 45,,9,rush delivery
2024-10-19,ORD-202410-021073,INV-202410-021073,Widget Gamma,SKU003,Hardware,Tools,CUST01298,Phillips Trading,SMB,Limpopo,Retail,Pretoria Hub,N. Dlamini,0,215.28,143.0,0.0,0.0,ZAR,1.0,None,Cancelled,Net 45,,15,manual correction
2025-12-19,ORD-202512-021074,INV-202512-021074,Widget Quantum,SKU010,Electronics,Controllers,CUST00985,Green Trading,SMB,Free State,Wholesale,Durban Hub,T. Mokoena,6,757.06,532.12,4542.36,"R1,349.64",ZAR,1.0,None,Completed,COD,,20,manual correction
2025-10-25,ORD-202510-021075,INV-202510-021075,Widget Delta,SKU004,Hardware,Tools,CUST00418,Kirby LLC,Key Account,Western Cape,Ecommerce,Johannesburg DC,T. Mokoena,20,R262.22,198.88,5244.4,1266.8,ZAR,1.0,Launch Campaign,Completed,COD,,12,
2025-12-20,ORD-202512-021076,INV-202512-021076,Widget Nova,SKU007,Accessories,Batteries,CUST00761,Moore Group,Key Account,KwaZulu-Natal,Distributor,Cape Town DC,L. van Wyk,143,R105.55,71.01,15093.65,4939.22,ZAR,1.0,Bundle Discount,Completed,Net 45,,1,VIP customer
2025-02-09,ORD-202502-021077,INV-202502-021077,Widget Flux,SKU006,Accessories,Cables,CUST01257,George Trading,SMB,Free State,Retail,Durban Hub,N. Dlamini,17,54.09,24.48,919.53,503.37,ZAR,1.0,Bundle Discount,Completed,Net 30,,12,
2025-06-25,ORD-202506-021078,INV-202506-021078,Widget Gamma,SKU003,Hardware,Tools,CUST00286,Powers Trading,SMB,KwaZulu-Natal,Wholesale,Pretoria Hub,A. Petersen,19,212.6,143.68,4039.4,1309.48,USD,18.1378,None,Completed,Net 15,,1,promo order
2024-06-01,ORD-202406-021079,INV-202406-021079,Widget Orion,SKU008,Electronics,Sensors,CUST00822,Shaffer Trading,SMB,Gauteng,Retail,Pretoria Hub,A. Petersen,4,R477.65,307.69,1910.6,679.84,ZAR,1.0,Bundle Discount,Completed,COD,,19,VIP customer
2025/01/16,ORD-202501-021080,INV-202501-021080,Widget Pulse,SKU009,Electronics,Sensors,CUST00304,Howe Trading,SMB,Limpopo,Retail,Pretoria Hub,A. Petersen,6,526.61,354.49,3159.66,1032.72,ZAR,1.0,Year End Promo,Completed,Net 30,,23,
2025-08-10,ORD-202508-021081,INV-202508-021081,Widget Orion,SKU008,Electronics,Sensors,CUST00751,Jensen Trading,Mid-Market,Free State,Retail,Durban Hub,T. Mokoena,9,469.61,311.13,4226.49,1426.32,ZAR,1.0,Year End Promo,Completed,Net 15,,21,promo order
2024-12-17,ORD-202412-021082,INV-202412-021082,Widget Alpha,SKU001,Hardware,Fasteners,CUST00903,Blankenship Trading,SMB,Free State,Wholesale,Johannesburg DC,A. Petersen,0,81.97,47.81,0.0,0.0,ZAR,1.0,Summer Promo,Cancelled,COD,,4,VIP customer
2025-01-12,ORD-202501-021083,INV-202501-021083,Widget Flux,SKU006,Accessories,Cables,CUST00975,Pearson Group,Key Account,Free State,Ecommerce,Durban Hub,S. Naidoo,52,48.26,24.52,2509.52,1234.48,ZAR,1.0,None,Completed,Net 45,,15,
2024-05-01,ORD-202405-021084,INV-202405-021084,Widget Nova,SKU007,Accessories,Batteries,CUST01740, Clark Trading  ,SMB,Limpopo,Ecommerce,Pretoria Hub,N. Dlamini,-14,124.23,74.06,-1739.22,-702.38,ZAR,1.0,None,Returned,COD,Wrong Item,10,manual correction
2024-02-11,ORD-202402-021085,INV-202402-021085,Widget Quantum,SKU010,Electronics,Controllers,CUST01563,Smith Trading,SMB,Eastern Cape,Wholesale,Durban Hub,L. van Wyk,3,714.12,495.79,2142.36,654.99,ZAR,1.0,None,Completed,Net 15,,25,promo order
2024-01-17,ORD-202401-021086,INV-202401-021086,Widget Echo,SKU005,Accessories,Cables,CUST01700,Burton Trading,Mid-Market,Free State,Wholesale,Durban Hub,A. Petersen,33,37.72,18.5,1244.76,634.26,ZAR,1.0,Bundle Discount,Completed,COD,,11,VIP customer
2024-10-08,ORD-202410-021087,INV-202410-021087,Widget Pulse,SKU009,Electronics,Sensors,CUST00032,Dean Trading,SMB,Free State,Retail,Durban Hub,L. van Wyk,4,517.57,361.3,2070.28,625.08,ZAR,1.0,None,Completed,COD,,27,VIP customer
2025-03-12,ORD-202503-021088,INV-202503-021088,Widget Orion,SKU008,Electronics,Sensors,CUST01185,Cox Trading,Mid-Market,Western Cape,Distributor,Cape Town DC,A. Petersen,16,384.47,308.14,6151.52,1221.28,ZAR,1.0,Bundle Discount,Completed,Net 15,,24,
2025-05-19,ORD-202505-021089,INV-202505-021089,Widget Spark,SKU012,Packaging,Labels,CUST00101,Lewis Trading,SMB,Western Cape,Retail,Pretoria Hub,L. van Wyk,17,11.64,4.06,R197.88,128.86,ZAR,1.0,None,Completed,COD,,8,VIP customer
2025-02-18,ORD-202502-021090,INV-202502-021090,Widget Nova,SKU007,Accessories,Batteries,CUST01198,Williams Trading,SMB,Western Cape,Ecommerce,Cape Town DC,N. Dlamini,9,114.85,72.48,1033.65,381.33,USD,19.4485,None,Completed,COD,,6,VIP customer
2024-01-12,ORD-202401-021091,INV-202401-021091,Widget Rift,SKU011,Packaging,Boxes,CUST00540,Zuniga-Gutierrez,Enterprise,Gauteng,Distributor,Pretoria Hub,S. Naidoo,126,14.16,7.84,1784.16,796.32,ZAR,1.0,Launch Campaign,Completed,Net 45,,8,rush delivery
2025-08-08,ORD-202508-021092,INV-202508-021092,Widget Spark,SKU012,Packaging,Labels,CUST01775,Fuller Trading,Mid-Market,KwaZulu-Natal,Wholesale,Cape Town DC,L. van Wyk,80,10.84,4.08,867.2,540.8,USD,19.7982,Summer Promo,Completed,Net 45,,4,VIP customer
2024-11-26,ORD-202411-021093,INV-202411-021093,Widget Echo,SKU005,Accessories,Cables,CUST00625,"Tran, Davis and Hall",Enterprise,Gauteng,Distributor,Durban Hub,A. Petersen,84,35.91,17.29,3016.44,1564.08,ZAR,1.0,None,Completed,Net 60,,13,promo order
2025-04-09,ORD-202504-021094,INV-202504-021094,Widget Gamma,SKU003,Hardware,Tools,CUST00632,Smith Trading,SMB,Free State,Wholesale,Johannesburg DC,S. Naidoo,25,206.88,137.85,5172.0,1725.75,USD,19.2875,None,Completed,Net 30,,11,rush delivery
2025-11-05,ORD-202511-021095,INV-202511-021095,Widget Spark,SKU012,Packaging,Labels,CUST00275,Morris Trading,SMB,Gauteng,Distributor,Pretoria Hub,S. Naidoo,66,11.69,3.92,771.54,512.82,ZAR,1.0,Year End Promo,Completed,Net 45,,1,manual correction
2024-03-29,ORD-202403-021096,INV-202403-021096,Widget Rift,SKU011,Packaging,Boxes,CUST01579,Hall Trading,SMB,Western Cape,Retail,Johannesburg DC,N. Dlamini,28,17.88,$8.03,$500.64,275.8,USD,19.3425,None,Completed,Net 15,,2,
,ORD-202405-021097,INV-202405-021097,Widget Echo,SKU005,Accessories,Cables,CUST00185,Juarez Trading,SMB,KwaZulu-Natal,Distributor,Johannesburg DC,L. van Wyk,32,36.59,17.9,1170.88,598.08,ZAR,1.0,Year End Promo,Completed,Net 45,,13,promo order
2024-05-03,ORD-202405-021098,INV-202405-021098,Widget Quantum,SKU010,Electronics,Controllers,CUST00092,Simmons Trading,Mid-Market,KwaZulu-Natal,Distributor,Johannesburg DC,A. Petersen,11,642.53,502.73,7067.83,1537.8,ZAR,1.0,None,Completed,Net 30,,18,VIP customer
2024-12-14,ORD-202412-021099,INV-202412-021099,Widget Quantum,SKU010,Electronics,Controllers,CUST00059,Williams Trading,Mid-Market,KwaZulu-Natal,Wholesale,Durban Hub,L. van Wyk,9,681.11,533.55,6129.99,"R1,328.04",ZAR,1.0,Summer Promo,Completed,Net 30,,22,VIP customer
2024-01-23,ORD-202401-021100,INV-202401-021100,Widget Pulse,SKU009,Electronics,Sensors,CUST01631,,Mid-Market,Gauteng,Distributor,Pretoria Hub,S. Naidoo,22,455.65,342.41,"R10,024.30",2491.28,ZAR,1.0,Launch Campaign,Completed,Net 30,,18,promo order
,ORD-202407-021101,INV-202407-021101,Widget Delta,SKU004,Hardware,Tools,CUST00487,Rodriguez Trading,Mid-Market,Western Cape,Wholesale,Durban Hub,T. Mokoena,27,285.14,211.41,7698.78,1990.71,ZAR,1.0,None,Completed,COD,,12,promo order
2025-04-02,ORD-202504-021102,INV-202504-021102,Widget Orion,SKU008,Electronics,Sensors,CUST01063,Myers Trading,Mid-Market,Eastern Cape,Ecommerce,Johannesburg DC,A. Petersen,4,449.36,318.36,"R1,797.44",524.0,ZAR,1.0,Year End Promo,Completed,COD,,26,
2024-08-01,ORD-202408-021103,INV-202408-021103,Widget Beta,SKU002,Hardware,Fasteners,CUST00716,Bennett Inc,Enterprise,KwaZulu-Natal,Retail,Durban Hub,L. van Wyk,8,88.33,54.11,706.64,273.76,ZAR,1.0,Bundle Discount,Completed,Net 60,,11,rush delivery
2024-12-28,ORD-202412-021104,INV-202412-021104,Widget Quantum,SKU010,Electronics,Controllers,CUST00569,Thompson Trading,SMB,Eastern Cape,Wholesale,Johannesburg DC,S. Naidoo,9,711.11,494.19,"6,399.99","1,952.28",ZAR,1.0,Summer Promo,Completed,Net 60,,24,rush delivery
2024-06-28,ORD-202406-021105,INV-202406-021105,Widget Gamma,SKU003,Hardware,Tools,CUST01733,Reed Trading,SMB,Eastern Cape,Distributor,Johannesburg DC,T. Mokoena,23,198.41,145.17,4563.43,"R1,224.52",ZAR,1.0,Year End Promo,Completed,Net 60,,10,VIP customer
2025-04-01,ORD-202504-021106,INV-202504-021106,Widget Beta,SKU002,Hardware,Fasteners,CUST00090,Diaz Trading,SMB,Limpopo,Ecommerce,Pretoria Hub,T. Mokoena,11,93.53,53.79,1028.83,$437.14,ZAR,1.0,None,Completed,Net 60,,10,promo order
2024-04-20,ORD-202404-021107,INV-202404-021107,Widget Spark,SKU012,Packaging,Labels,CUST00643,Grant Trading,Mid-Market,Eastern Cape,Wholesale,Durban Hub,S. Naidoo,79,10.31,4.2,814.49,482.69,ZAR,1.0,None,Completed,Net 60,,6,manual correction
2024-04-07,ORD-202404-021108,INV-202404-021108,Widget Echo,SKU005,Accessories,Cables,CUST00380,Campos Trading,SMB,Limpopo,Distributor,Cape Town DC,L. van Wyk,49,36.02,17.93,1764.98,886.41,ZAR,1.0,Year End Promo,Completed,Net 30,,7,rush delivery
2024-12-21,ORD-202412-021109,INV-202412-021109,Widget Delta,SKU004,Hardware,Tools,CUST01309,Jefferson Trading,SMB,Western Cape,Distributor,Pretoria Hub,T. Mokoena,35,272.15,208.59,9525.25,2224.6,ZAR,1.0,None,Completed,Net 15,,7,
2025-01-07,ORD-202501-021110,INV-202501-021110,Widget Orion,SKU008,Electronics,Sensors,CUST01778,"Leon, Howard and Wright",Enterprise,KwaZulu-Natal,Ecommerce,Cape Town DC,L. van Wyk,11,424.84,302.32,4673.24,1347.72,USD,19.6396,Launch Campaign,Completed,Net 15,,19,promo order
2024-06-21,ORD-202406-021111,INV-202406-021111,Widget Nova,SKU007,Accessories,Batteries,CUST00574,Romero Trading,Mid-Market,Western Cape,Ecommerce,Durban Hub,T. Mokoena,18,R120.11,75.83,2161.98,797.04,USD,19.1716,None,Completed,COD,,1,VIP customer
2024-12-28,ORD-202412-021112,INV-202412-021112,Widget Spark,SKU012,Packaging,Labels,CUST01362,Clay Trading,SMB,Western Cape,Retail,Pretoria Hub,L. van Wyk,31,12.24,4.13,379.44,251.41,ZAR,1.0,None,Completed,Net 30,,6,rush delivery
2024-02-29,ORD-202402-021113,INV-202402-021113,Widget Pulse,SKU009,Electronics,Sensors,CUST00624,Jones Trading,Mid-Market,Western Cape,Retail,Pretoria Hub,N. Dlamini,9,510.31,348.83,4592.79,1453.32,USD,18.8001,None,Completed,Net 15,,26,VIP customer
,ORD-202511-021114,INV-202511-021114,Widget Echo,SKU005,Accessories,Cables,CUST00941,Reid Trading,SMB,Limpopo,Ecommerce,Johannesburg DC,A. Petersen,10,39.78,17.35,397.8,224.3,ZAR,1.0,None,Completed,Net 30,,17,promo order
2024-11-05,ORD-202411-021115,INV-202411-021115,Widget Delta,SKU004,Hardware,Tools,CUST00343,Turner Trading,Mid-Market,Eastern Cape,Distributor,Pretoria Hub,L. van Wyk,55,279.74,204.84,15385.7,4119.5,ZAR,1.0,None,Completed,Net 45,,7,rush delivery
2024-06-24,ORD-202406-021116,INV-202406-021116,Widget Delta,SKU004,Hardware,Tools,CUST00155,Mitchell Trading,SMB,Gauteng,Distributor,Pretoria Hub,N. Dlamini,0,279.35,209.06,0.0,0.0,ZAR,1.0,None,Cancelled,Net 45,,8,
2025-07-21,ORD-202507-021117,INV-202507-021117,Widget Pulse,SKU009,Electronics,Sensors,CUST00709,Santos Trading,SMB,Western Cape,Wholesale,Johannesburg DC,A. Petersen,11,490.12,346.81,5391.32,1576.41,ZAR,1.0,Summer Promo,Completed,Net 45,,27,manual correction
2025-09-01,ORD-202509-021118,INV-202509-021118,Widget Alpha,SKU001,Hardware,Fasteners,CUST00989,Branch Trading,Mid-Market,Eastern Cape,Ecommerce,Pretoria Hub,A. Petersen,10,81.29,47.34,812.9,339.50,ZAR,1.0,None,Completed,Net 30,,11,promo order
2025-10-16,ORD-202510-021119,INV-202510-021119,Widget Orion,SKU008,Electronics,Sensors,CUST00105,Shepherd-Howard,Enterprise,Free State,Distributor,Durban Hub,L. van Wyk,22,369.5,314.15,8129.0,1217.7,ZAR,1.0,Launch Campaign,Completed,Net 60,,23,promo order
,ORD-202406-021120,INV-202406-021120,Widget Beta,SKU002,Hardware,Fasteners,CUST00373,Burns Ltd,Enterprise,Free State,Ecommerce,Pretoria Hub,T. Mokoena,12,86.36,55.52,1036.32,370.08,ZAR,1.0,None,Completed,COD,,9,rush delivery
2024-12-30,ORD-202412-021121,INV-202412-021121,Widget Rift,SKU011,Packaging,Boxes,CUST01009, Stewart Trading  ,SMB,Western Cape,Retail,Johannesburg DC,T. Mokoena,33,18.29,8.05,603.57,337.92,ZAR,1.0,None,Completed,COD,,3,promo order
2024-01-18,ORD-202401-021122,INV-202401-021122,Widget Echo,SKU005,Accessories,Cables,CUST00251,Nelson Trading,SMB,Eastern Cape,Distributor,Durban Hub,N. Dlamini,39,34.52,17.97,1346.28,645.45,ZAR,1.0,None,Completed,COD,,15,manual correction
2025-07-20,ORD-202507-021123,INV-202507-021123,Widget Rift,SKU011,Packaging,Boxes,CUST00535,Warner Trading,SMB,Eastern Cape,Ecommerce,Johannesburg DC,L. van Wyk,16,17.5,8.22,280.0,148.48,USD,19.4247,Year End Promo,Completed,Net 30,,2,promo order
2024-10-21,ORD-202410-021124,INV-202410-021124,Widget Alpha,SKU001,Hardware,Fasteners,CUST01668,Andrews-Nash,Enterprise,KwaZulu-Natal,Distributor,Pretoria Hub,N. Dlamini,51,65.5,45.87,3340.5,1001.13,ZAR,1.0,Launch Campaign,Completed,COD,,3,rush delivery
2025-05-13,ORD-202505-021125,INV-202505-021125,Widget Echo,SKU005,Accessories,Cables,CUST01614, Swanson Trading  ,Mid-Market,Free State,Distributor,Durban Hub,S. Naidoo,57,32.64,17.31,1860.48,873.81,ZAR,1.0,None,Completed,Net 15,,18,rush delivery
2024-02-28,ORD-202402-021126,INV-202402-021126,Widget Delta,SKU004,Hardware,Tools,CUST00606,Scott-Russell,Enterprise,Western Cape,Distributor,Pretoria Hub,S. Naidoo,52,247.95,207.18,12893.4,2120.04,ZAR,1.0,None,Completed,Net 15,,18,rush delivery
2024-01-21,ORD-202401-021127,INV-202401-021127,Widget Quantum,SKU010,Electronics,Controllers,CUST01634,Li Trading,Mid-Market,Gauteng,Ecommerce,Pretoria Hub,A. Petersen,3,689.66,515.88,2068.98,521.34,ZAR,1.0,None,Completed,Net 60,,29,
2024-04-08,ORD-202404-021128,INV-202404-021128,Widget Delta,SKU004,Hardware,Tools,CUST00501,Hayden-Sanchez,Enterprise,Free State,Wholesale,Johannesburg DC,S. Naidoo,53,266.45,199.57,14121.85,3544.64,ZAR,1.0,None,Completed,Net 15,,4,
2024-12-10,ORD-202412-021129,INV-202412-021129,Widget Spark,SKU012,Packaging,Labels,CUST00159,Rodriguez Trading,SMB,Eastern Cape,Ecommerce,Johannesburg DC,L. van Wyk,19,11.38,$3.86,216.22,142.88,ZAR,1.0,Year End Promo,Completed,Net 60,,1,rush delivery
2024-12-27,ORD-202412-021130,INV-202412-021130,Widget Flux,SKU006,Accessories,Cables,CUST00519,Carr Trading,Mid-Market,Gauteng,Ecommerce,Cape Town DC,N. Dlamini,23,52.91,24.69,1216.93,649.06,ZAR,1.0,Summer Promo,Completed,Net 15,,17,promo order
2024-10-01,ORD-202410-021131,INV-202410-021131,Widget Pulse,SKU009,Electronics,Sensors,CUST01439,Adams Trading,Mid-Market,Western Cape,Retail,Cape Town DC,S. Naidoo,11,511.29,356.53,5624.19,1702.36,ZAR,1.0,Year End Promo,Completed,Net 30,,21,rush delivery
2024-03-16,ORD-202403-021132,INV-202403-021132,Widget Nova,SKU007,Accessories,Batteries,CUST00770,Murray Trading,SMB,Limpopo,Distributor,Pretoria Hub,T. Mokoena,29,118.79,74.78,3444.91,1276.29,ZAR,1.0,Launch Campaign,Completed,Net 60,,9,rush delivery
2025-01-05,ORD-202501-021133,INV-202501-021133,Widget Quantum,SKU010,Electronics,Controllers,CUST01432,Blair Trading,Mid-Market,Free State,Retail,Cape Town DC,T. Mokoena,5,708.38,532.38,3541.9,880.0,ZAR,1.0,None,Completed,COD,,20,VIP customer
2024-12-12,ORD-202412-021134,INV-202412-021134,Widget Quantum,SKU010,Electronics,Controllers,CUST01463,Cox Trading,SMB,Gauteng,Ecommerce,Durban Hub,L. van Wyk,4,745.96,516.22,2983.84,918.96,ZAR,1.0,Bundle Discount,Completed,COD,,23,
2024-10-02,ORD-202410-021135,INV-202410-021135,Widget Beta,SKU002,Hardware,Fasteners,CUST00906,Bowen Trading,SMB,Gauteng,Distributor,Pretoria Hub,A. Petersen,20,84.43,52.11,0,646.4,ZAR,1.0,None,Completed,Net 30,,6,manual correction
2025-02-16,ORD-202502-021136,INV-202502-021136,Widget Orion,SKU008,Electronics,Sensors,CUST00414,,SMB,Western Cape,Ecommerce,Durban Hub,T. Mokoena,0,460.82,316.22,0.0,0.0,ZAR,1.0,None,Cancelled,Net 60,,20,VIP customer
2024/04/23,ORD-202404-021137,INV-202404-021137, Widget Pulse  ,SKU009,Electronics,Sensors,CUST01326,Greene Trading,Mid-Market,Eastern Cape,Wholesale,Durban Hub,S. Naidoo,17,456.93,359.33,7767.81,1659.2,ZAR,1.0,None,Completed,Net 30,,22,promo order
2025-08-01,ORD-202508-021138,INV-202508-021138,Widget Rift,SKU011,Packaging,Boxes,CUST01037,Velazquez Trading,Mid-Market,Free State,Retail,Cape Town DC,L. van Wyk,42,17.25,$8.21,R724.50,379.68,ZAR,1.0,Year End Promo,Completed,Net 30,,7,
2024-01-14,ORD-202401-021139,INV-202401-021139,Widget Nova,SKU007,Accessories,Batteries,CUST01532,Thompson Trading,SMB,Free State,Retail,Pretoria Hub,S. Naidoo,12,118.48,76.25,1421.76,506.76,ZAR,1.0,None,Completed,Net 60,,8,rush delivery
2025-07-31,ORD-202507-021140,INV-202507-021140,Widget Nova,SKU007,Accessories,Batteries,CUST01070,Silva Trading,Mid-Market,Free State,Distributor,Durban Hub,T. Mokoena,47,109.21,70.84,5132.87,1803.39,ZAR,1.0,None,Completed,Net 30,,5,rush delivery
